Absolute Time (s),Current (A),Voltage (V)
38.08044316548157,0.0276837,5.0
38.09044316548157,0.0276838,5.0
38.100443165481565,0.0276839,5.0
38.11044316548157,0.0276839,5.0
38.12044316548157,0.0276837,5.0
38.130443165481566,0.027684,5.0
38.140443165481564,0.0276838,5.0
38.15044316548157,0.0276838,5.0
38.16044316548157,0.0276839,5.0
38.170443165481565,0.0276839,5.0
38.18044316548157,0.0276838,5.0
38.19044316548157,0.0276836,5.0
38.200443165481566,0.0276836,5.0
38.210443165481564,0.0276837,5.0
38.22044316548157,0.0276838,5.0
38.23044316548157,0.0276838,5.0
38.240443165481565,0.0276837,5.0
38.25044316548157,0.027684,5.0
38.26044316548157,0.0276838,5.0
38.270443165481566,0.0276839,5.0
38.280443165481564,0.0276838,5.0
38.29044316548157,0.0276838,5.0
38.30044316548157,0.0276841,5.0
38.310443165481566,0.0276841,5.0
38.32044316548157,0.0276842,5.0
38.33044316548157,0.0276842,5.0
38.34044316548157,0.0276843,5.0
38.350443165481565,0.0276843,5.0
38.36044316548157,0.0276841,5.0
38.37044316548157,0.027684,5.0
38.380443165481566,0.027684,5.0
38.390443165481564,0.027684,5.0
38.40044316548157,0.0276839,5.0
38.41044316548157,0.0276841,5.0
38.420443165481565,0.0276843,5.0
38.43044316548157,0.0276842,5.0
38.44044316548157,0.0276841,5.0
38.450443165481566,0.0276839,5.0
38.460443165481564,0.0276843,5.0
38.47044316548157,0.027684,5.0
38.48044316548157,0.0276843,5.0
38.490443165481565,0.0276843,5.0
38.50044316548157,0.0276843,5.0
38.51044316548157,0.0276842,5.0
38.520443165481566,0.0276842,5.0
38.530443165481564,0.0276843,5.0
38.54044316548157,0.0276843,5.0
38.55044316548157,0.0276843,5.0
38.560443165481566,0.0276844,5.0
38.57044316548157,0.0276841,5.0
38.58044316548157,0.0276842,5.0
38.59044316548157,0.0276841,5.0
38.600443165481565,0.0276841,5.0
38.61044316548157,0.0276843,5.0
38.62044316548157,0.0276843,5.0
38.630443165481566,0.0276842,5.0
38.64044316548157,0.0276842,5.0
38.65044316548157,0.0276842,5.0
38.66044316548157,0.0276842,5.0
38.670443165481565,0.027684,5.0
38.68044316548157,0.0276842,5.0
38.69044316548157,0.0276842,5.0
38.700443165481566,0.0276842,5.0
38.710443165481564,0.0276844,5.0
38.72044316548157,0.0276843,5.0
38.73044316548157,0.0276844,5.0
38.740443165481565,0.0276843,5.0
38.75044316548157,0.0276842,5.0
38.76044316548157,0.0276843,5.0
38.770443165481566,0.0276843,5.0
38.780443165481564,0.0276842,5.0
38.79044316548157,0.027684,5.0
38.80044316548157,0.0276844,5.0
38.810443165481566,0.0276844,5.0
38.82044316548157,0.0276848,5.0
38.83044316548157,0.0276846,5.0
38.84044316548157,0.0276842,5.0
38.850443165481565,0.0276843,5.0
38.86044316548157,0.0276844,5.0
38.87044316548157,0.0276844,5.0
38.880443165481566,0.0276845,5.0
38.89044316548157,0.0276845,5.0
38.90044316548157,0.0276844,5.0
38.91044316548157,0.0276845,5.0
